PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Gender,embarked,cabin_count,first_cabin_number,cabin_letters_encoded,ticket_numbers,ticket_letters_length,ticket_punctuation_length,title_encoded,surname_length,forenames_length,ticket_numbers_enc
742,0,1,36.0,1,0,78.85,1,3,1,46.0,2,19877.0,0,0,3,9,15,0.37383777391428363
743,1,1,21.0,2,2,262.375,0,0,4,57.0,1,17608.0,2,0,2,7,23,0.4929488793820303
744,0,3,24.0,1,0,16.1,1,3,1,-1.0,8,376566.0,0,0,3,7,5,0.36721663062041743
745,1,3,31.0,0,0,7.925,1,3,1,-1.0,8,3101288.0,5,2,3,8,5,0.3789559599553131
746,0,1,70.0,1,1,71.0,1,3,1,22.0,1,5735.0,3,1,8,6,15,0.4929488793820303
747,0,3,16.0,1,1,20.25,1,3,1,-1.0,8,2673.0,2,1,3,6,16,0.5012020410978787
748,1,2,30.0,0,0,13.0,0,3,1,-1.0,8,250648.0,0,0,2,9,5,0.36721663062041743
749,0,1,19.0,1,0,53.1,1,3,1,30.0,3,113773.0,0,0,3,6,14,0.36930577340629606
750,0,3,31.0,0,0,7.75,1,2,1,-1.0,8,335097.0,0,0,3,10,8,0.37587750916716905
751,1,2,4.0,1,1,23.0,0,3,1,-1.0,8,29103.0,0,0,2,5,5,0.3789559599553131
752,1,3,6.0,0,1,12.475,1,3,1,121.0,4,392096.0,0,0,1,4,6,0.49683929375546076
753,0,3,33.0,0,0,9.5,1,3,1,-1.0,8,345780.0,0,0,3,11,16,0.3789559599553131
754,0,3,23.0,0,0,7.8958,1,3,1,-1.0,8,349204.0,0,0,3,7,6,0.36721663062041743
755,1,2,48.0,1,2,65.0,0,3,1,-1.0,8,220845.0,0,0,4,6,20,0.49683929375546076
756,1,2,0.67,1,1,14.5,1,3,1,-1.0,8,250649.0,0,0,1,10,6,0.4929488793820303
757,0,3,28.0,0,0,7.7958,1,3,1,-1.0,8,350042.0,0,0,3,8,15,0.36930577340629606
758,0,2,18.0,0,0,11.5,1,3,1,-1.0,8,29108.0,0,0,3,6,13,0.36721663062041743
759,0,3,34.0,0,0,8.05,1,3,1,-1.0,8,363294.0,0,0,3,8,15,0.3789559599553131
760,1,1,33.0,0,0,86.5,0,3,1,77.0,1,110152.0,0,0,6,6,35,0.58022809814714
761,0,3,32.368090452261306,0,0,14.5,1,3,1,-1.0,8,358585.0,0,0,3,8,5,0.309320806634981
762,0,3,41.0,0,0,7.125,1,3,1,-1.0,8,3101272.0,6,1,3,5,20,0.36721663062041743
763,1,3,20.0,0,0,7.2292,1,0,1,-1.0,8,2663.0,0,0,3,5,11,0.37587750916716905
764,1,1,36.0,1,2,120.0,0,3,2,96.0,1,113760.0,0,0,4,6,29,0.6385015517328075
765,0,3,16.0,0,0,7.775,1,3,1,-1.0,8,347074.0,0,0,3,6,11,0.36721663062041743
766,1,1,51.0,1,0,77.9583,0,3,1,11.0,3,13502.0,0,0,4,8,22,0.49857890855324105
767,0,1,42.0,0,0,39.6,1,0,1,-1.0,8,112379.0,0,0,0,5,15,0.36930577340629606
768,0,3,30.5,0,0,7.75,0,2,1,-1.0,8,364850.0,0,0,2,6,5,0.3789559599553131
769,0,3,32.368090452261306,1,0,24.15,1,2,1,-1.0,8,371110.0,0,0,3,5,9,0.4145991641939591
770,0,3,32.0,0,0,8.3625,1,3,1,-1.0,8,8471.0,0,0,3,10,17,0.37383777391428363
771,0,3,24.0,0,0,9.5,1,3,1,-1.0,8,345781.0,0,0,3,7,10,0.37383777391428363
772,0,3,48.0,0,0,7.8542,1,3,1,-1.0,8,350047.0,0,0,3,6,12,0.36930577340629606
773,0,2,57.0,0,0,10.5,0,3,1,77.0,4,3.0,4,2,4,4,7,0.3021089571697742
774,0,3,32.368090452261306,0,0,7.225,1,0,1,-1.0,8,2674.0,0,0,3,5,5,0.37383777391428363
775,1,2,54.0,1,3,23.0,0,3,1,-1.0,8,29105.0,0,0,4,7,24,0.37383777391428363
776,0,3,18.0,0,0,7.75,1,3,1,-1.0,8,347078.0,0,0,3,7,27,0.3789559599553131
777,0,3,32.368090452261306,0,0,7.75,1,2,1,38.0,5,383121.0,0,0,3,5,6,0.37383777391428363
778,1,3,5.0,0,0,12.475,0,3,1,-1.0,8,364516.0,0,0,2,7,15,0.49116404217502724
779,0,3,32.368090452261306,0,0,7.7375,1,2,1,-1.0,8,36865.0,0,0,3,9,9,0.37587750916716905
780,1,1,43.0,0,1,211.3375,0,3,1,3.0,1,24160.0,0,0,4,6,41,0.5012020410978787
781,1,3,13.0,0,0,7.2292,0,0,1,-1.0,8,2687.0,0,0,2,5,8,0.37587750916716905
782,1,1,17.0,1,0,57.0,0,3,1,20.0,1,17474.0,0,0,4,4,31,0.49116404217502724
783,0,1,29.0,0,0,30.0,1,3,1,6.0,3,113501.0,0,0,3,4,13,0.37587750916716905
784,0,3,32.368090452261306,1,2,23.45,1,3,1,-1.0,8,6607.0,2,2,3,8,9,0.3021089571697742
785,0,3,25.0,0,0,7.05,1,3,1,-1.0,8,3101312.0,7,2,3,3,8,0.37383777391428363
786,0,3,25.0,0,0,7.25,1,3,1,-1.0,8,374887.0,0,0,3,6,23,0.37587750916716905
787,1,3,18.0,0,0,7.4958,0,3,1,-1.0,8,3101265.0,0,0,2,7,11,0.3789559599553131
788,0,3,8.0,4,1,29.125,1,2,1,-1.0,8,382652.0,0,0,1,4,12,0.20907603294048324
789,1,3,1.0,1,2,20.575,1,3,1,-1.0,8,2315.0,2,1,1,4,13,0.30549463007036365
790,0,1,46.0,0,0,79.2,1,0,2,82.0,1,17593.0,2,0,3,10,9,0.3070194881433478
791,0,3,32.368090452261306,0,0,7.75,1,2,1,-1.0,8,12460.0,0,0,3,5,14,0.37587750916716905
792,0,2,16.0,0,0,26.0,1,3,1,-1.0,8,239865.0,0,0,3,7,7,0.3070194881433478
793,0,3,21.773972602739725,8,2,69.55,0,3,1,-1.0,8,2343.0,2,1,2,4,12,0.17451086964483506
794,0,1,32.368090452261306,0,0,30.6958,1,0,1,-1.0,8,17600.0,2,0,3,4,15,0.37587750916716905
795,0,3,25.0,0,0,7.8958,1,3,1,-1.0,8,349203.0,0,0,3,9,7,0.3789559599553131
796,0,2,39.0,0,0,13.0,1,3,1,-1.0,8,28213.0,0,0,3,5,8,0.3789559599553131
797,1,1,49.0,0,0,25.9292,0,3,1,17.0,3,17465.0,0,0,0,6,16,0.37587750916716905
798,1,3,31.0,0,0,8.6833,0,3,1,-1.0,8,349244.0,0,0,4,5,5,0.3789559599553131
799,0,3,30.0,0,0,7.2292,1,0,1,-1.0,8,2685.0,0,0,3,14,9,0.37383777391428363
800,0,3,30.0,1,1,24.15,0,3,1,-1.0,8,345773.0,0,0,4,8,38,0.2644628047079984
801,0,2,34.0,0,0,13.0,1,3,1,-1.0,8,250647.0,0,0,3,8,7,0.3070194881433478
802,1,2,31.0,1,1,26.25,0,3,1,-1.0,8,31921.0,2,1,4,7,30,0.4114295629464647
803,1,1,11.0,1,2,120.0,1,3,2,96.0,1,113760.0,0,0,1,6,20,0.5838040936544717
804,1,3,0.42,0,1,8.5167,1,0,1,-1.0,8,2625.0,0,0,1,6,16,0.36930577340629606
805,1,3,27.0,0,0,6.975,1,3,1,-1.0,8,347089.0,0,0,3,6,12,0.37383777391428363
806,0,3,31.0,0,0,7.775,1,3,1,-1.0,8,347063.0,0,0,3,9,11,0.36930577340629606
807,0,1,39.0,0,0,0.0,1,3,1,36.0,0,112050.0,0,0,3,7,10,0.36721663062041743
808,0,3,18.0,0,0,7.775,0,3,1,-1.0,8,347087.0,0,0,2,10,14,0.37587750916716905
809,0,2,39.0,0,0,13.0,1,3,1,-1.0,8,248723.0,0,0,3,5,7,0.3789559599553131
810,1,1,33.0,1,0,53.1,0,3,1,8.0,4,113806.0,0,0,4,8,32,0.4929488793820303
811,0,3,26.0,0,0,7.8875,1,3,1,-1.0,8,3474.0,0,0,3,9,8,0.3789559599553131
812,0,3,39.0,0,0,24.15,1,3,1,-1.0,8,48871.0,1,1,3,6,6,0.3070194881433478
813,0,2,35.0,0,0,10.5,1,3,1,-1.0,8,28206.0,0,0,3,6,14,0.3789559599553131
814,0,3,6.0,4,2,31.275,0,3,1,-1.0,8,347082.0,0,0,2,9,18,0.1894001541652394
815,0,3,30.5,0,0,8.05,1,3,1,-1.0,8,364499.0,0,0,3,6,15,0.3789559599553131
816,0,1,32.368090452261306,0,0,0.0,1,3,1,102.0,1,112058.0,0,0,3,3,8,0.36930577340629606
817,0,3,23.0,0,0,7.925,0,3,1,-1.0,8,3101290.0,5,2,2,8,13,0.37383777391428363
818,0,2,31.0,1,1,37.0042,1,0,1,-1.0,8,2079.0,7,2,3,6,7,0.49857890855324105
819,0,3,43.0,0,0,6.45,1,3,1,-1.0,8,7075.0,1,0,3,4,23,0.3789559599553131
820,0,3,10.0,3,2,27.9,1,3,1,-1.0,8,347088.0,0,0,1,5,14,0.2644628047079984
821,1,1,52.0,1,1,93.5,0,3,1,69.0,1,12749.0,0,0,4,4,40,0.49857890855324105
822,1,3,27.0,0,0,8.6625,1,3,1,-1.0,8,315098.0,0,0,3,5,7,0.36930577340629606
823,0,1,38.0,0,0,0.0,1,3,1,-1.0,8,19972.0,0,0,6,8,12,0.36930577340629606
824,1,3,27.0,0,1,12.475,0,3,1,121.0,4,392096.0,0,0,4,4,8,0.49857890855324105
825,0,3,2.0,4,1,39.6875,1,3,1,-1.0,8,3101295.0,0,0,1,6,13,0.2049971713317057
826,0,3,32.368090452261306,0,0,6.95,1,2,1,-1.0,8,368323.0,0,0,3,5,5,0.37587750916716905
827,0,3,32.368090452261306,0,0,56.4958,1,3,1,-1.0,8,1601.0,0,0,3,3,4,0.6358509198133169
828,1,2,1.0,0,2,37.0042,1,0,1,-1.0,8,2079.0,7,2,1,6,6,0.30549463007036365
829,1,3,32.368090452261306,0,0,7.75,1,2,1,-1.0,8,367228.0,0,0,3,9,14,0.3789559599553131
830,1,1,62.0,0,0,80.0,0,1,1,28.0,1,113572.0,0,0,4,5,30,0.49116404217502724
831,1,3,15.0,1,0,14.4542,0,0,1,-1.0,8,2659.0,0,0,4,7,26,0.30549463007036365
832,1,2,0.83,1,1,18.75,1,3,1,-1.0,8,29106.0,0,0,1,8,14,0.5838040936544717
833,0,3,32.368090452261306,0,0,7.2292,1,0,1,-1.0,8,2671.0,0,0,3,4,5,0.37383777391428363
834,0,3,23.0,0,0,7.8542,1,3,1,-1.0,8,347468.0,0,0,3,10,7,0.36721663062041743
835,0,3,18.0,0,0,8.3,1,3,1,-1.0,8,2223.0,0,0,3,5,12,0.36721663062041743
836,1,1,39.0,1,1,83.1583,0,0,1,49.0,4,17756.0,2,0,2,7,13,0.36721663062041743
837,0,3,21.0,0,0,8.6625,1,3,1,-1.0,8,315097.0,0,0,3,5,6,0.36930577340629606
838,0,3,32.368090452261306,0,0,8.05,1,3,1,-1.0,8,392092.0,0,0,3,6,8,0.37383777391428363
839,1,3,32.0,0,0,56.4958,1,3,1,-1.0,8,1601.0,0,0,3,4,6,0.49918859730606985
840,1,1,32.368090452261306,0,0,29.7,1,0,1,47.0,2,11774.0,0,0,3,8,7,0.36930577340629606
841,0,3,20.0,0,0,7.925,1,3,1,-1.0,8,3101287.0,6,1,3,8,14,0.3789559599553131
842,0,2,16.0,0,0,10.5,1,3,1,-1.0,8,3.0,4,2,3,4,15,0.30549463007036365
843,1,1,30.0,0,0,31.0,0,0,1,-1.0,8,113798.0,0,0,2,8,8,0.3789559599553131
844,0,3,34.5,0,0,6.4375,1,0,1,-1.0,8,2683.0,0,0,3,13,8,0.36930577340629606
845,0,3,17.0,0,0,8.6625,1,3,1,-1.0,8,315090.0,0,0,3,9,5,0.37383777391428363
846,0,3,42.0,0,0,7.55,1,3,1,-1.0,8,5547.0,2,1,3,6,8,0.37383777391428363
847,0,3,32.368090452261306,8,2,69.55,1,3,1,-1.0,8,2343.0,2,1,3,4,15,0.1869395075131617
848,0,3,35.0,0,0,7.8958,1,0,1,-1.0,8,349213.0,0,0,3,7,6,0.37383777391428363
849,0,2,28.0,0,1,33.0,1,3,1,-1.0,8,248727.0,0,0,5,6,5,0.577052401483113
850,1,1,35.898148148148145,1,0,89.1042,0,0,1,92.0,2,17453.0,0,0,4,10,28,0.5012020410978787
851,0,3,4.0,4,2,31.275,1,3,1,-1.0,8,347082.0,0,0,1,9,21,0.20907603294048324
852,0,3,74.0,0,0,7.775,1,3,1,-1.0,8,347060.0,0,0,3,8,6,0.36930577340629606
853,0,3,9.0,1,1,15.2458,0,0,1,-1.0,8,2678.0,0,0,2,6,10,0.3070194881433478
854,1,1,16.0,0,1,39.4,0,3,1,28.0,3,17592.0,2,0,2,5,13,0.3789559599553131
855,0,2,44.0,1,0,26.0,0,3,1,-1.0,8,244252.0,0,0,4,6,33,0.30054283719503305
856,1,3,18.0,0,1,9.35,0,3,1,-1.0,8,392091.0,0,0,4,3,17,0.3789559599553131
857,1,1,45.0,1,1,164.8667,0,3,1,-1.0,8,36928.0,0,0,4,4,32,0.37383777391428363
858,1,1,51.0,0,0,26.55,1,3,1,17.0,4,113055.0,0,0,3,4,13,0.3789559599553131
859,1,3,24.0,0,3,19.2583,0,0,1,-1.0,8,2666.0,0,0,4,7,24,0.6358509198133169
860,0,3,32.368090452261306,0,0,7.2292,1,0,1,-1.0,8,2629.0,0,0,3,4,7,0.36930577340629606
861,0,3,41.0,2,0,14.1083,1,3,1,-1.0,8,350026.0,0,0,3,6,12,0.36721663062041743
862,0,2,21.0,1,0,11.5,1,3,1,-1.0,8,28134.0,0,0,3,5,17,0.37383777391428363
863,1,1,48.0,0,0,25.9292,0,3,1,17.0,3,17466.0,0,0,4,5,40,0.36721663062041743
864,0,3,21.773972602739725,8,2,69.55,0,3,1,-1.0,8,2343.0,2,1,2,4,22,0.17553058409300484
865,0,2,24.0,0,0,13.0,1,3,1,-1.0,8,233866.0,0,0,3,4,13,0.36721663062041743
866,1,2,42.0,0,0,13.0,0,3,1,-1.0,8,236852.0,0,0,4,7,11,0.36721663062041743
867,1,2,27.0,1,0,13.8583,0,0,1,-1.0,8,2149.0,7,1,2,12,9,0.36930577340629606
868,0,1,31.0,0,0,50.4958,1,3,1,24.0,0,17590.0,2,0,3,8,23,0.3789559599553131
869,0,3,32.368090452261306,0,0,9.5,1,3,1,-1.0,8,345777.0,0,0,3,13,9,0.36721663062041743
870,1,3,4.0,1,1,11.1333,1,3,1,-1.0,8,347742.0,0,0,1,7,15,0.5816608992779727
871,0,3,26.0,0,0,7.8958,1,3,1,-1.0,8,349248.0,0,0,3,6,6,0.37383777391428363
872,1,1,47.0,1,1,52.5542,0,3,1,35.0,3,11751.0,0,0,4,8,34,0.5012020410978787
873,0,1,33.0,0,0,5.0,1,3,3,51.0,1,695.0,0,0,3,8,11,0.36721663062041743
874,0,3,47.0,0,0,9.0,1,3,1,-1.0,8,345765.0,0,0,3,15,7,0.37383777391428363
875,1,2,28.0,1,0,24.0,0,0,1,-1.0,8,3381.0,3,1,4,7,24,0.3021089571697742
876,1,3,15.0,0,0,7.225,0,0,1,-1.0,8,2667.0,0,0,2,5,20,0.3789559599553131
877,0,3,20.0,0,0,9.8458,1,3,1,-1.0,8,7534.0,0,0,3,10,14,0.3070194881433478
878,0,3,19.0,0,0,7.8958,1,3,1,-1.0,8,349212.0,0,0,3,7,8,0.37587750916716905
879,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349217.0,0,0,3,6,7,0.36930577340629606
880,1,1,56.0,0,1,83.1583,0,0,1,50.0,2,11767.0,0,0,4,6,33,0.49683929375546076
881,1,2,25.0,0,1,26.0,0,3,1,-1.0,8,230433.0,0,0,4,7,31,0.5012020410978787
882,0,3,33.0,0,0,7.8958,1,3,1,-1.0,8,349257.0,0,0,3,6,7,0.36721663062041743
883,0,3,22.0,0,0,10.5167,0,3,1,-1.0,8,7552.0,0,0,2,8,13,0.37587750916716905
884,0,2,28.0,0,0,10.5,1,3,1,-1.0,8,34068.0,7,2,3,8,16,0.36721663062041743
885,0,3,25.0,0,0,7.05,1,3,1,-1.0,8,392076.0,7,1,3,8,9,0.37383777391428363
886,0,3,39.0,0,5,29.125,0,2,1,-1.0,8,382652.0,0,0,4,4,26,0.22701706303028718
887,0,2,27.0,0,0,13.0,1,3,1,-1.0,8,211536.0,0,0,5,8,7,0.36721663062041743
888,1,1,19.0,0,0,30.0,0,3,1,42.0,1,112053.0,0,0,2,6,15,0.36721663062041743
889,0,3,21.773972602739725,1,2,23.45,0,3,1,-1.0,8,6607.0,2,2,2,8,25,0.309320806634981
890,1,1,26.0,0,0,30.0,1,0,1,148.0,2,111369.0,0,0,3,4,12,0.3789559599553131
891,0,3,32.0,0,0,7.75,1,2,1,-1.0,8,370376.0,0,0,3,6,8,0.37587750916716905
